"nomPokemon" "latPokemon" "longPokemon" "date" "hour" "carreLong" "carreLat"
"Pidgey" 48.877709086414 2.3110502398075 "2016-07-28" 17 4 9
"Spearow" 48.875601047342 2.3180795977846 "2016-07-28" 17 5 9
"Pidgey" 48.875836731044 2.3180988548771 "2016-07-28" 17 5 9
"Rattata" 48.877411497979 2.3180518693062 "2016-07-28" 17 5 9
"Pidgey" 48.8694226113 2.3201212690947 "2016-07-28" 17 5 8
"Pidgey" 48.869155268283 2.3216800044358 "2016-07-28" 17 5 8
"Rattata" 48.87196449297 2.3189240760092 "2016-07-28" 17 5 9
"Rattata" 48.873729068699 2.3211760615962 "2016-07-28" 17 5 9
"Rattata" 48.874257843316 2.3222732553954 "2016-07-28" 17 5 9
"Pidgey" 48.870022106289 2.3255271439683 "2016-07-28" 17 5 8
"Weedle" 48.870126257346 2.3281704317281 "2016-07-28" 17 5 8
"Rattata" 48.870556097874 2.3263613360843 "2016-07-28" 17 5 9
"Rattata" 48.873501464593 2.3246705432183 "2016-07-28" 17 5 9
"Zubat" 48.874279991234 2.3250856701498 "2016-07-28" 17 5 9
"Zubat" 48.87343263172 2.3280904241181 "2016-07-28" 17 5 9
"Zubat" 48.87548906324 2.319739140246 "2016-07-28" 17 5 9
"Weedle" 48.875291449166 2.3217430437522 "2016-07-28" 17 5 9
"Pidgey" 48.875588074113 2.3226456424957 "2016-07-28" 17 5 9
"Pidgey" 48.877590879874 2.3208771874053 "2016-07-28" 17 5 9
"Zubat" 48.877327008495 2.3222609819876 "2016-07-28" 17 5 9
"Zubat" 48.87851075383 2.3220943568524 "2016-07-28" 17 5 10
"Rattata" 48.875084984007 2.3241854524725 "2016-07-28" 17 5 9
"Zubat" 48.874344436026 2.3257936300636 "2016-07-28" 17 5 9
"Weedle" 48.876538828694 2.3262370589177 "2016-07-28" 17 5 9
"Pidgey" 48.874475077758 2.3271218964581 "2016-07-28" 17 5 9
"Pidgeotto" 48.861851014681 2.3171319979062 "2016-07-28" 17 5 7
"Pidgey" 48.867835912245 2.3285972393625 "2016-07-28" 17 5 8
"Pidgey" 48.8692268486 2.3298531538629 "2016-07-28" 17 5 8
"Krabby" 48.872070673466 2.3292961771937 "2016-07-28" 17 5 9
"Rattata" 48.869263426712 2.3044807104286 "2016-07-28" 17 4 8
"Zubat" 48.872000622475 2.3053175774729 "2016-07-28" 17 4 9
"Pidgey" 48.868083392754 2.3044726417579 "2016-07-28" 17 4 8
"Pidgey" 48.871194765883 2.3180708510992 "2016-07-28" 17 5 9
"Staryu" 48.878643370473 2.3076136550289 "2016-07-28" 17 4 10
"Pidgeotto" 48.878631116684 2.3082273602589 "2016-07-28" 17 4 10
"Poliwag" 48.879439285755 2.3111033632983 "2016-07-28" 17 4 10
"Spearow" 48.879246022751 2.3207490712171 "2016-07-28" 17 5 10
"Pidgey" 48.875157385353 2.3284076463957 "2016-07-28" 17 5 9
"Pidgey" 48.878876308419 2.3273950899725 "2016-07-28" 17 5 10
"Rattata" 48.879968505921 2.3082483546261 "2016-07-28" 17 4 10
"Pidgey" 48.880260010734 2.3094137463154 "2016-07-28" 17 4 10
"Rhyhorn" 48.879887892366 2.3122816380407 "2016-07-28" 17 4 10
"Rattata" 48.881820883616 2.31006777498 "2016-07-28" 17 4 10
"Spearow" 48.882129908199 2.3103564255628 "2016-07-28" 17 4 10
"Pidgey" 48.884144729352 2.3119259052003 "2016-07-28" 17 4 10
"Spearow" 48.880811409809 2.3133230422087 "2016-07-28" 17 4 10
"Pidgey" 48.884283272274 2.3207218946025 "2016-07-28" 17 5 10
"Pidgey" 48.88402817899 2.3216674359654 "2016-07-28" 17 5 10
"Pidgeot" 48.884337184379 2.3219562965224 "2016-07-28" 17 5 10
"Raticate" 48.884255087405 2.322125292358 "2016-07-28" 17 5 10
"Zubat" 48.880510297134 2.3283198604298 "2016-07-28" 17 5 10
"Rattata" 48.88384730924 2.3267485414949 "2016-07-28" 17 5 10
"Rattata" 48.884757495698 2.3245386786208 "2016-07-28" 17 5 10
"Machop" 48.877878760243 2.3300366453845 "2016-07-28" 17 5 10
"Pidgeot" 48.878757106725 2.3294059378972 "2016-07-28" 17 5 10
"Spearow" 48.87769721388 2.3037609725078 "2016-07-28" 17 4 9
"Zubat" 48.877552205768 2.3070858517314 "2016-07-28" 17 4 9
"Pidgey" 48.878617281801 2.3049771888349 "2016-07-28" 17 4 10
"Pidgey" 48.879507733958 2.3037323777503 "2016-07-28" 17 4 10
"Pidgey" 48.88012229732 2.3044847771011 "2016-07-28" 17 4 10
"Rattata" 48.88141600274 2.306697510176 "2016-07-28" 17 4 10
"Spearow" 48.882131885497 2.3063166063096 "2016-07-28" 17 4 10
"Rattata" 48.880165673557 2.3101964705153 "2016-07-28" 17 4 10
"Pidgey" 48.888139368628 2.3168199264281 "2016-07-28" 17 5 11
"Pidgey" 48.884165129176 2.3265988758667 "2016-07-28" 17 5 10
"Rattata" 48.884406143484 2.326355042552 "2016-07-28" 17 5 10
"Pidgey" 48.887141902015 2.3194620883916 "2016-07-28" 17 5 11
"Zubat" 48.887089066454 2.3220936765342 "2016-07-28" 17 5 11
"Zubat" 48.886837474 2.3228638773184 "2016-07-28" 17 5 11
"Rattata" 48.889050661125 2.3184758951741 "2016-07-28" 17 5 11
"Spearow" 48.887962228262 2.3217258069391 "2016-07-28" 17 5 11
"Krabby" 48.889360787971 2.3226311261989 "2016-07-28" 17 5 11
"Rattata" 48.885004704154 2.3278979066231 "2016-07-28" 17 5 10
"Rattata" 48.887427287653 2.3248453211019 "2016-07-28" 17 5 11
"Staryu" 48.891244443806 2.3150525844476 "2016-07-28" 17 4 11
"Magikarp" 48.890917812976 2.3156409822367 "2016-07-28" 17 4 11
"Pidgey" 48.894099345786 2.3179218686765 "2016-07-28" 17 5 12
"Pidgey" 48.891939876822 2.3235453541568 "2016-07-28" 17 5 11
"Weedle" 48.892850134366 2.32133493319 "2016-07-28" 17 5 12
"Weedle" 48.891576136124 2.3259763213633 "2016-07-28" 17 5 11
"Spearow" 48.878003064277 2.3199447091124 "2016-07-28" 17 5 10
"Raticate" 48.882475901688 2.3048516070105 "2016-07-28" 17 4 10
"Pidgey" 48.897133938714 2.3078880309586 "2016-07-28" 17 4 12
"Koffing" 48.897844481885 2.3117244540758 "2016-07-28" 17 4 12
"Pidgey" 48.899907222552 2.3109258346014 "2016-07-28" 17 4 12
"Rattata" 48.890895370146 2.3246022563781 "2016-07-28" 17 5 11
"Krabby" 48.893727917635 2.3246585960361 "2016-07-28" 17 5 12
"Pidgey" 48.8957772288 2.3206076793579 "2016-07-28" 17 5 12
"Kakuna" 48.89552736844 2.3212903500986 "2016-07-28" 17 5 12
"Weedle" 48.895594591297 2.3257784371853 "2016-07-28" 17 5 12
"Zubat" 48.896909414664 2.3269410751874 "2016-07-28" 17 5 12
"Pidgeotto" 48.901198996182 2.3171835583281 "2016-07-28" 17 5 13
"Staryu" 48.886182417437 2.3241282315798 "2016-07-28" 17 5 11
"Pidgey" 48.89263878426 2.3043596808124 "2016-07-28" 17 4 12
"Eevee" 48.893621889961 2.3221011632714 "2016-07-28" 17 5 12
"Gastly" 48.89331557554 2.3255915973164 "2016-07-28" 17 5 12
"Pidgey" 48.902085439753 2.3082909037543 "2016-07-28" 17 4 13
"Spearow" 48.904441696986 2.3085705375796 "2016-07-28" 17 4 13
"Rattata" 48.904897536068 2.3093986814562 "2016-07-28" 17 4 13
"Zubat" 48.903105159694 2.3124168837245 "2016-07-28" 17 4 13
"Zubat" 48.904182233554 2.3176030753515 "2016-07-28" 17 5 13
"Rattata" 48.906067819294 2.3099334528344 "2016-07-28" 17 4 13
"Raticate" 48.903968692042 2.3203987493401 "2016-07-28" 17 5 13
"Rattata" 48.901686821787 2.324255932139 "2016-07-28" 17 5 13
"Paras" 48.901829895961 2.3249709690897 "2016-07-28" 17 5 13
"Zubat" 48.90508867326 2.3273483255614 "2016-07-28" 17 5 13
"Spearow" 48.905575254269 2.3227281626874 "2016-07-28" 17 5 13
"Zubat" 48.899560006529 2.3046583546757 "2016-07-28" 17 4 12
"Zubat" 48.901514430026 2.3053444035683 "2016-07-28" 17 4 13
"Rattata" 48.899105485424 2.311651453426 "2016-07-28" 17 4 12
"Zubat" 48.812499793894 2.3311607566772 "2016-07-28" 17 5 1
"Spearow" 48.812459165826 2.3331737222425 "2016-07-28" 17 5 1
"Pidgey" 48.811932995588 2.3475098341926 "2016-07-28" 17 6 1
"Zubat" 48.81306326162 2.3421664924479 "2016-07-28" 17 6 1
"Rattata" 48.814133756699 2.3475164921655 "2016-07-28" 17 6 1
"Goldeen" 48.818007233788 2.3309117706814 "2016-07-28" 17 5 1
"Rattata" 48.818193839227 2.3372404752174 "2016-07-28" 17 6 1
"Rattata" 48.81912674654 2.3377557866947 "2016-07-28" 17 6 2
"Rattata" 48.819719156979 2.3395585676434 "2016-07-28" 17 6 2
"Magikarp" 48.811403864968 2.3270385396783 "2016-07-28" 17 5 1
"Vulpix" 48.813317866481 2.3217609765627 "2016-07-28" 17 5 1
"Spearow" 48.82072052541 2.3328007414538 "2016-07-28" 17 5 2
"Pidgey" 48.820870422398 2.3331638302239 "2016-07-28" 17 5 2
"Pidgey" 48.821184357676 2.3331896415206 "2016-07-28" 17 5 2
"Psyduck" 48.821634045899 2.334278958213 "2016-07-28" 17 5 2
"Rattata" 48.822374658697 2.3365323956605 "2016-07-28" 17 6 2
"Rattata" 48.821060449129 2.3393183335118 "2016-07-28" 17 6 2
"Pidgey" 48.821552617763 2.3383064510654 "2016-07-28" 17 6 2
"Horsea" 48.824083037332 2.333691088362 "2016-07-28" 17 5 2
"Rattata" 48.82668481543 2.329432046662 "2016-07-28" 17 5 3
"Horsea" 48.8272792062 2.3311472431606 "2016-07-28" 17 5 3
"Rattata" 48.827277439783 2.3312348051222 "2016-07-28" 17 5 3
"Magikarp" 48.823505324001 2.3350468093615 "2016-07-28" 17 6 2
"Zubat" 48.824074797954 2.3379880230472 "2016-07-28" 17 6 2
"Magmar" 48.820329281587 2.340485901401 "2016-07-28" 17 6 2
"Pidgey" 48.822223528642 2.3401158807809 "2016-07-28" 17 6 2
"Rattata" 48.821710367151 2.3460380449325 "2016-07-28" 17 6 2
"Shellder" 48.820391514178 2.3218137552574 "2016-07-28" 17 5 2
"Dratini" 48.811396815159 2.327388573349 "2016-07-28" 17 5 1
"Rattata" 48.826239484817 2.3475530496218 "2016-07-28" 17 6 3
"Pidgey" 48.832563193021 2.3303532543095 "2016-07-28" 17 5 3
"Pidgey" 48.830865243789 2.332669924298 "2016-07-28" 17 5 3
"Paras" 48.829995344595 2.3368090551977 "2016-07-28" 17 6 3
"Zubat" 48.830738991301 2.3350280458776 "2016-07-28" 17 6 3
"Rattata" 48.833389597249 2.3322633544166 "2016-07-28" 17 5 3
"Spearow" 48.82650402042 2.3266985389272 "2016-07-28" 17 5 3
"Rattata" 48.830652704299 2.3237058952484 "2016-07-28" 17 5 3
"Zubat" 48.819522192165 2.3259508148238 "2016-07-28" 17 5 2
"Zubat" 48.830933231552 2.3253952696152 "2016-07-28" 17 5 3
"Pidgey" 48.837499007949 2.3351456617124 "2016-07-28" 17 6 4
"Pidgeotto" 48.836500261358 2.3378712829756 "2016-07-28" 17 6 4
"Pidgey" 48.834552693058 2.344730610759 "2016-07-28" 17 6 4
"Pidgey" 48.837284000076 2.341884734574 "2016-07-28" 17 6 4
"Slowpoke" 48.834056792521 2.3459181828464 "2016-07-28" 17 6 4
"Spearow" 48.839553670442 2.3307519310456 "2016-07-28" 17 5 4
"Pidgey" 48.840135793393 2.3330811508545 "2016-07-28" 17 5 4
"Spearow" 48.841240256771 2.332908709825 "2016-07-28" 17 5 5
"Pidgey" 48.841882502932 2.3322594924788 "2016-07-28" 17 5 5
"Rattata" 48.838973467529 2.3400056969593 "2016-07-28" 17 6 4
"Zubat" 48.839938633238 2.3389444133019 "2016-07-28" 17 6 4
"Zubat" 48.828852560767 2.3232953987636 "2016-07-28" 17 5 3
"Rattata" 48.830284857418 2.322447963818 "2016-07-28" 17 5 3
"Pidgey" 48.831764010328 2.3231829592787 "2016-07-28" 17 5 3
"Pidgey" 48.834532684125 2.3223570895016 "2016-07-28" 17 5 4
"Zubat" 48.842560089417 2.3298581358902 "2016-07-28" 17 5 5
"Pidgey" 48.842717117875 2.3298710294996 "2016-07-28" 17 5 5
"Pidgey" 48.842529515072 2.3391579889926 "2016-07-28" 17 6 5
"Zubat" 48.845690847579 2.3345033841203 "2016-07-28" 17 5 5
"Pidgey" 48.846327126157 2.3302552309368 "2016-07-28" 17 5 5
"Spearow" 48.847649601462 2.3309782045188 "2016-07-28" 17 5 5
"Spearow" 48.848040441126 2.3310980806222 "2016-07-28" 17 5 5
"Rattata" 48.846115288907 2.332958494327 "2016-07-28" 17 5 5
"Oddish" 48.848158584654 2.3330387299969 "2016-07-28" 17 5 5
"Growlithe" 48.848208794187 2.3344472332912 "2016-07-28" 17 5 5
"Spearow" 48.844413328322 2.3354514527625 "2016-07-28" 17 6 5
"Eevee" 48.845259302779 2.3363987732882 "2016-07-28" 17 6 5
"Rattata" 48.845714462536 2.3372261990898 "2016-07-28" 17 6 5
"Spearow" 48.84364821887 2.338284750887 "2016-07-28" 17 6 5
"Spearow" 48.846333747715 2.3377160855586 "2016-07-28" 17 6 5
"Zubat" 48.846551575109 2.3386118006629 "2016-07-28" 17 6 5
"Pidgey" 48.846921112298 2.3397833968181 "2016-07-28" 17 6 5
"Oddish" 48.847229867807 2.3400722039598 "2016-07-28" 17 6 5
"Rattata" 48.838186999589 2.3438900078009 "2016-07-28" 17 6 4
"Rattata" 48.84226026652 2.3408033772332 "2016-07-28" 17 6 5
"Pidgey" 48.842976126431 2.3442856425328 "2016-07-28" 17 6 5
"Rattata" 48.839621744287 2.3468171670599 "2016-07-28" 17 6 4
"Zubat" 48.840069659079 2.347995289833 "2016-07-28" 17 6 4
"Rattata" 48.841566696223 2.3478558296308 "2016-07-28" 17 6 5
"Pidgey" 48.842068023753 2.3464050435382 "2016-07-28" 17 6 5
"Pidgey" 48.842683667615 2.3470704249309 "2016-07-28" 17 6 5
"Pidgey" 48.844967437188 2.343045646679 "2016-07-28" 17 6 5
"Rattata" 48.845158546309 2.3452560273351 "2016-07-28" 17 6 5
"Pidgey" 48.846064901602 2.3432240576742 "2016-07-28" 17 6 5
"Pidgey" 48.847164164151 2.3433148397334 "2016-07-28" 17 6 5
"Pidgey" 48.848542348613 2.3335091526824 "2016-07-28" 17 5 6
"Pidgey" 48.849083158692 2.3339925101361 "2016-07-28" 17 5 6
"Staryu" 48.84938542444 2.3384942356869 "2016-07-28" 17 6 6
"Pidgey" 48.848750150431 2.3387930155439 "2016-07-28" 17 6 6
"Raticate" 48.832694376206 2.3355398793775 "2016-07-28" 17 6 3
"Rattata" 48.835171822139 2.3452205518007 "2016-07-28" 17 6 4
"Zubat" 48.84308413057 2.3272687050585 "2016-07-28" 17 5 5
"Pidgeotto" 48.846303339145 2.3275327570492 "2016-07-28" 17 5 5
"Spearow" 48.840569007063 2.3310985698445 "2016-07-28" 17 5 4
"Zubat" 48.847234017171 2.3320850269336 "2016-07-28" 17 5 5
"Pidgey" 48.847176884511 2.3465641715788 "2016-07-28" 17 6 5
"Pidgey" 48.850487037331 2.3306846673236 "2016-07-28" 17 5 6
"Pidgey" 48.850865524094 2.3314179670044 "2016-07-28" 17 5 6
"Spearow" 48.850132274687 2.332674355932 "2016-07-28" 17 5 6
"Zubat" 48.851043784273 2.3303792969834 "2016-07-28" 17 5 6
"Rattata" 48.851771721662 2.32938576369 "2016-07-28" 17 5 6
"Venonat" 48.851431814182 2.334536851556 "2016-07-28" 17 5 6
"Rattata" 48.852937992061 2.3339584737673 "2016-07-28" 17 5 6
"Zubat" 48.850238541915 2.3390912819641 "2016-07-28" 17 6 6
"Pidgey" 48.85084899558 2.3400195288855 "2016-07-28" 17 6 6
"Zubat" 48.851567617792 2.3356014549513 "2016-07-28" 17 6 6
"Zubat" 48.852576067554 2.3362990015239 "2016-07-28" 17 6 6
"Rattata" 48.85289017882 2.3363248658883 "2016-07-28" 17 6 6
"Pidgey" 48.851114729935 2.3385489738994 "2016-07-28" 17 6 6
"Pidgey" 48.85251578741 2.3392790232261 "2016-07-28" 17 6 6
"Golbat" 48.853210116233 2.3399508631291 "2016-07-28" 17 6 6
"Caterpie" 48.855118440919 2.3311529241003 "2016-07-28" 17 5 6
"Rattata" 48.855909065087 2.330954509742 "2016-07-28" 17 5 7
"Pidgey" 48.855866620575 2.3330580476092 "2016-07-28" 17 5 7
"Paras" 48.856002448162 2.3341227694782 "2016-07-28" 17 5 7
"Rattata" 48.856769395138 2.3312007775563 "2016-07-28" 17 5 7
"Pidgeotto" 48.854259380252 2.3386325702384 "2016-07-28" 17 6 6
"Venonat" 48.854479003652 2.3394408889364 "2016-07-28" 17 6 6
"Poliwag" 48.855535378622 2.3377719077284 "2016-07-28" 17 6 6
"Zubat" 48.854955508608 2.339216766952 "2016-07-28" 17 6 6
"Pidgey" 48.850183518765 2.3418082920364 "2016-07-28" 17 6 6
"Staryu" 48.850176414134 2.3421588843355 "2016-07-28" 17 6 6
"Zubat" 48.850818816801 2.3415095426103 "2016-07-28" 17 6 6
"Spearow" 48.850813489047 2.3417724906465 "2016-07-28" 17 6 6
"Pidgey" 48.853406640558 2.341898719075 "2016-07-28" 17 6 6
"Rattata" 48.852353799767 2.3433922609666 "2016-07-28" 17 6 6
"Meowth" 48.852907044435 2.34326234401 "2016-07-28" 17 6 6
"Pidgey" 48.853098172247 2.3454733225472 "2016-07-28" 17 6 6
"Spearow" 48.84834756638 2.3470121839334 "2016-07-28" 17 6 6
"Weedle" 48.852453940845 2.3462103449952 "2016-07-28" 17 6 6
"Pidgey" 48.852769828038 2.3461486558514 "2016-07-28" 17 6 6
"Rattata" 48.854040199354 2.3416875957179 "2016-07-28" 17 6 6
"Zubat" 48.853926134052 2.3434343173299 "2016-07-28" 17 6 6
"Rattata" 48.853842272378 2.3436908161784 "2016-07-28" 17 6 6
"Zubat" 48.847766090916 2.3251955137933 "2016-07-28" 17 5 5
"Pidgey" 48.850291181462 2.3247881051799 "2016-07-28" 17 5 6
"Weedle" 48.855028503732 2.3278096860301 "2016-07-28" 17 5 6
"Spearow" 48.840439829451 2.3374938239731 "2016-07-28" 17 6 4
"Spearow" 48.848654475958 2.3318506918886 "2016-07-28" 17 5 6
"Pidgeotto" 48.848952651296 2.3326651524669 "2016-07-28" 17 5 6
"Pidgey" 48.848451439456 2.3341160960808 "2016-07-28" 17 5 6
"Zubat" 48.848515800678 2.3348235961566 "2016-07-28" 17 6 6
"Zubat" 48.848668081193 2.338961819599 "2016-07-28" 17 6 6
"Zubat" 48.857113576659 2.3297365668086 "2016-07-28" 17 5 7
"Zubat" 48.858664846129 2.3308297233432 "2016-07-28" 17 5 7
"Krabby" 48.848363290539 2.3423603812129 "2016-07-28" 17 6 6
"Pidgey" 48.852669940872 2.3471941258459 "2016-07-28" 17 6 6
"Magikarp" 48.85672268945 2.3412943052313 "2016-07-28" 17 6 7
"Pidgey" 48.856787012648 2.3420021211252 "2016-07-28" 17 6 7
"Rattata" 48.856567726956 2.3450575932597 "2016-07-28" 17 6 7
"Weedle" 48.858604270858 2.3454894009058 "2016-07-28" 17 6 7
"Zubat" 48.855343479726 2.3472396673078 "2016-07-28" 17 6 6
"Pidgey" 48.858647204604 2.3472495067477 "2016-07-28" 17 6 7
"Pidgey" 48.861902611902 2.330217644525 "2016-07-28" 17 5 7
"Spearow" 48.863489360436 2.3295576665849 "2016-07-28" 17 5 8
"Rattata" 48.860220339284 2.3356113311816 "2016-07-28" 17 6 7
"Zubat" 48.860572265776 2.3376600529696 "2016-07-28" 17 6 7
"Staryu" 48.860842067235 2.339877783968 "2016-07-28" 17 6 7
"Rattata" 48.861951751903 2.3355782303557 "2016-07-28" 17 6 7
"Rattata" 48.862316100546 2.33701333966 "2016-07-28" 17 6 7
"Zubat" 48.862953296645 2.3366267128782 "2016-07-28" 17 6 7
"Rattata" 48.862785576322 2.3371398333106 "2016-07-28" 17 6 7
"Golbat" 48.863030066142 2.336720857908 "2016-07-28" 17 6 7
"Squirtle" 48.863506638687 2.3364966371289 "2016-07-28" 17 6 8
"Rattata" 48.862364493438 2.3385103105248 "2016-07-28" 17 6 7
"Zubat" 48.862200314941 2.3388480739402 "2016-07-28" 17 6 7
"Pidgey" 48.863685511834 2.3393218256228 "2016-07-28" 17 6 8
"Zubat" 48.864380613824 2.3321775016571 "2016-07-28" 17 5 8
"Pidgey" 48.858761341679 2.3455023856013 "2016-07-28" 17 6 7
"Rattata" 48.85988042016 2.344628779601 "2016-07-28" 17 6 7
"Rattata" 48.860049944388 2.3440279917364 "2016-07-28" 17 6 7
"Zubat" 48.862036528987 2.3430502984883 "2016-07-28" 17 6 7
"Rattata" 48.847118350616 2.3339186654617 "2016-07-28" 17 5 5
"Lickitung" 48.847891734252 2.3384589149955 "2016-07-28" 17 6 5
"Pidgey" 48.847645531511 2.3389653106316 "2016-07-28" 17 6 5
"Rattata" 48.849149521097 2.326800835407 "2016-07-28" 17 5 6
"Pidgey" 48.856262944318 2.3251018910982 "2016-07-28" 17 5 7
"Pidgey" 48.864410678299 2.33068708763 "2016-07-28" 17 5 8
"Rattata" 48.865835104537 2.3302771881756 "2016-07-28" 17 5 8
"Zubat" 48.864610939751 2.3324598917053 "2016-07-28" 17 5 8
"Zubat" 48.864884405545 2.3345022804125 "2016-07-28" 17 5 8
"Pidgey" 48.866431649979 2.3319069837028 "2016-07-28" 17 5 8
"Zubat" 48.8670724131 2.3313448743165 "2016-07-28" 17 5 8
"Jigglypuff" 48.868652241406 2.3310355509492 "2016-07-28" 17 5 8
"Zubat" 48.867188813852 2.333374453538 "2016-07-28" 17 5 8
"Pidgey" 48.868299119811 2.3329387815833 "2016-07-28" 17 5 8
"Zubat" 48.865809237896 2.3354566553861 "2016-07-28" 17 6 8
"Zubat" 48.865723604246 2.3358009203985 "2016-07-28" 17 6 8
"Pidgey" 48.86628760325 2.3351447146373 "2016-07-28" 17 6 8
"Weedle" 48.868652914495 2.3349002210372 "2016-07-28" 17 6 8
"Zubat" 48.868135535409 2.3371413865469 "2016-07-28" 17 6 8
"Rattata" 48.862902256249 2.3430339597226 "2016-07-28" 17 6 7
"Pidgey" 48.863036223942 2.3441868857554 "2016-07-28" 17 6 7
"Spearow" 48.863371729356 2.3431605660133 "2016-07-28" 17 6 8
"Pidgey" 48.862702490458 2.3451255135852 "2016-07-28" 17 6 7
"Rattata" 48.862818630116 2.3471554261064 "2016-07-28" 17 6 7
"Zubat" 48.862811505896 2.3475062042943 "2016-07-28" 17 6 7
"Pidgey" 48.862956117942 2.348133072287 "2016-07-28" 17 6 7
"Pidgey" 48.866391957167 2.341653144617 "2016-07-28" 17 6 8
"Pidgeotto" 48.866343960236 2.3440209674224 "2016-07-28" 17 6 8
"Pidgey" 48.868264663 2.3424226517274 "2016-07-28" 17 6 8
"Nidoran♂" 48.868652076614 2.3427181886133 "2016-07-28" 17 6 8
"Zubat" 48.86670466562 2.3456320450008 "2016-07-28" 17 6 8
"Rattata" 48.869541054662 2.3298789566064 "2016-07-28" 17 5 8
"Zubat" 48.869571857632 2.3322529311609 "2016-07-28" 17 5 8
"Pidgey" 48.87113760224 2.3326451626928 "2016-07-28" 17 5 9
"Golbat" 48.869522286746 2.3347082550286 "2016-07-28" 17 5 8
"Zubat" 48.869974106936 2.3357116794035 "2016-07-28" 17 6 8
"Rattata" 48.870899011082 2.3366662741704 "2016-07-28" 17 6 9
"Zubat" 48.87119903795 2.3373937631893 "2016-07-28" 17 6 9
"Zubat" 48.871803864544 2.334720327985 "2016-07-28" 17 5 9
"Caterpie" 48.871927302588 2.3363995727698 "2016-07-28" 17 6 9
"Pidgey" 48.854194458511 2.3340618313498 "2016-07-28" 17 5 6
"Rattata" 48.854844552729 2.3369247916401 "2016-07-28" 17 6 6
"Zubat" 48.864972805184 2.322303580303 "2016-07-28" 17 5 8
"Spearow" 48.867911804015 2.3248272836821 "2016-07-28" 17 5 8
"Rattata" 48.867069848562 2.3275683646105 "2016-07-28" 17 5 8
"Rattata" 48.868876492088 2.3277165842494 "2016-07-28" 17 5 8
"Rattata" 48.869927674042 2.3263098077123 "2016-07-28" 17 5 8
"Zubat" 48.870004461887 2.3264039276958 "2016-07-28" 17 5 8
"Rattata" 48.855977951992 2.3275364425284 "2016-07-28" 17 5 7
"Pidgey" 48.869610767904 2.3303238295542 "2016-07-28" 17 5 8
"Zubat" 48.869152552654 2.3335359644247 "2016-07-28" 17 5 8
"Rattata" 48.873877474239 2.3294445234121 "2016-07-28" 17 5 9
"Caterpie" 48.873454631452 2.3309031026139 "2016-07-28" 17 5 9
"Psyduck" 48.873754709924 2.3316305089034 "2016-07-28" 17 5 9
"Zubat" 48.872991051837 2.3343787871876 "2016-07-28" 17 5 9
"Rattata" 48.873822651346 2.3321631648993 "2016-07-28" 17 5 9
"Pidgey" 48.874172949759 2.3343003351909 "2016-07-28" 17 5 9
"Weedle" 48.869404748821 2.3366310500813 "2016-07-28" 17 6 8
"Raticate" 48.872193095288 2.3349280512617 "2016-07-28" 17 6 9
"Pidgeotto" 48.874725706388 2.3303047694091 "2016-07-28" 17 5 9
"Caterpie" 48.875827310232 2.3303074065784 "2016-07-28" 17 5 9
"Weedle" 48.87675589499 2.3310864952575 "2016-07-28" 17 5 9
"Pidgey" 48.876565151392 2.332740038471 "2016-07-28" 17 5 9
"Spearow" 48.876776046372 2.3339873750647 "2016-07-28" 17 5 9
"Poliwag" 48.877773668129 2.3313458353325 "2016-07-28" 17 5 9
"Rattata" 48.876817398018 2.3358358338947 "2016-07-28" 17 6 9
"Rattata" 48.875523191729 2.3375743247557 "2016-07-28" 17 6 9
"Rattata" 48.875335906114 2.3390525448902 "2016-07-28" 17 6 9
"Rattata" 48.875660793069 2.3385521484176 "2016-07-28" 17 6 9
"Rattata" 48.877063717463 2.3353289433555 "2016-07-28" 17 6 9
"Pidgey" 48.877706391632 2.3346789450218 "2016-07-28" 17 5 9
"Rattata" 48.878795648162 2.3352957811563 "2016-07-28" 17 6 10
"Spearow" 48.877946166704 2.3383890589225 "2016-07-28" 17 6 10
"Paras" 48.877216029789 2.33947116914 "2016-07-28" 17 6 9
"Rattata" 48.869289364164 2.3423315524418 "2016-07-28" 17 6 8
"Zubat" 48.870874613174 2.3417595884188 "2016-07-28" 17 6 9
"Rattata" 48.871108494625 2.3418667492442 "2016-07-28" 17 6 9
"Pidgey" 48.870683732074 2.3434131000607 "2016-07-28" 17 6 9
"Eevee" 48.871428338044 2.3454954290395 "2016-07-28" 17 6 9
"Pidgey" 48.871897584432 2.3417561686464 "2016-07-28" 17 6 9
"Spearow" 48.872692322934 2.3452484591403 "2016-07-28" 17 6 9
"Weedle" 48.869605622634 2.3461354758664 "2016-07-28" 17 6 8
"Spearow" 48.871087418385 2.3467852045084 "2016-07-28" 17 6 9
"Spearow" 48.872194289589 2.3465252914902 "2016-07-28" 17 6 9
"Rattata" 48.87383860742 2.3469249165705 "2016-07-28" 17 6 9
"Rattata" 48.875952316908 2.3435847042636 "2016-07-28" 17 6 9
"Zubat" 48.862664463931 2.3392376400238 "2016-07-28" 17 6 7
"Rattata" 48.865306859648 2.3447258777688 "2016-07-28" 17 6 8
"Zubat" 48.867609836782 2.3475518308295 "2016-07-28" 17 6 8
"Rattata" 48.868868395436 2.3475681111472 "2016-07-28" 17 6 8
"Rattata" 48.871051109297 2.321308242808 "2016-07-28" 17 5 9
"Zubat" 48.8735296731 2.3232675803274 "2016-07-28" 17 5 9
"Spearow" 48.87587587816 2.323986734815 "2016-07-28" 17 5 9
